transaction,category
mfine 503 main st,Health
bigbasket*,Groceries
Samsung Store,Shopping
NaYAra enErgY,Fuel
hpcl 598 main st,Fuel
pvr 133 main st,Entertainment
amazon prime.com,Entertainment
bata,Shopping
msedcl store 276,Utilities
NyKAa fAShioN,Shopping
nextra*,Utilities
target 233 main st,Shopping
Natures Basket,Groceries
parking store 55,Transportation
the brger club,Food & Dining
bigbasket,Groceries
fab india 444 main st,Shopping
panera-store,Food & Dining
haldiram*,Food & Dining
TATA SKY,Utilities
aiims-store,Health
BHaRAT petrOLEUM,Fuel
safeway.com,Groceries
craftsvilla #7438,Shopping
jio cinema.com,Entertainment
myupchar/shop,Health
nature's basket*,Groceries
the burger club store 92,Food & Dining
cvs*,Health
msrTc,Transportation
tata sky store 101,Utilities
electric store 192,Utilities
panera.com,Food & Dining
bharat petroleum-store,Fuel
spencers #1456,Groceries
parkig,Transportation
pizza hut india,Food & Dining
  medicover  ,Health
indian railways #4008,Transportation
Snapdeal,Shopping
pizza*,Food & Dining
Care Hospital,Health
publix/shop,Groceries
mega cabs store 339,Transportation
d mart.com,Groceries
jiosaavn/shop,Entertainment
ol cabs,Transportation
d mawt,Groceries
fuel,Fuel
diner 337 main st,Food & Dining
desel,Fuel
inox*,Entertainment
medisover,Health
zepto,Groceries
CH,Health
faasos/shop,Food & Dining
Reebok,Shopping
uber,Transportation
dominos india 478 main st,Food & Dining
hyderabad metro,Transportation
metro store 460,Transportation
sbny liv,Entertainment
telecom.com,Utilities
hindustan petroleum,Fuel
more,Groceries
AlTbaLaJi,Entertainment
ElECTRic,Utilities
auto gas,Fuel
sunoco store 204,Fuel
star bazaar.com,Groceries
care hospital.com,Health
CAFE COFFEE DAY,Food & Dining
tata power/shop,Utilities
aiims store 468,Health
bharat peproleum,Fuel
biryani blues #8857,Food & Dining
apple music ndia,Entertainment
bpcl 723 main st,Fuel
cAbLE,Utilities
  msedcl  ,Utilities
ApoLlO hoSpiTaLS,Health
vijay sales,Shopping
bigbazaar,Groceries
Inox,Entertainment
freshmenu store 374,Food & Dining
blu smbrt,Transportation
dr lal patrlabs,Health
  lifestyle  ,Shopping
doctor #8847,Health
ovenstory store 484,Food & Dining
jiomart store 376,Groceries
jio bp store 99,Fuel
  lybrate  ,Health
parking.com,Transportation
Subway,Food & Dining
yaxhoda,Health
bangalore metro*,Transportation
chevron-store,Fuel
delhi jal board store 127,Utilities
macys,Shopping
bpcl*,Fuel
shell store 328,Fuel
MAX FASHION,Shopping
behrouz biryani*,Food & Dining
onemg.com,Health
den*,Utilities
Altbalaji,Entertainment
kims hospital,Health
dEntAL,Health
pvr #857,Entertainment
  dtc  ,Transportation
bgngalore metro,Transportation
dominos india,Food & Dining
  h&m  ,Shopping
hyderabad metro #9761,Transportation
zomato,Food & Dining
cinepolis,Entertainment
dmart,Groceries
ube india,Transportation
APPLE STORE INDIA,Shopping
hEALTH,Health
mfine,Health
hospital/shop,Health
Haldirams,Food & Dining
dISNEy,Entertainment
box8,Food & Dining
easyday,Groceries
shoppers stop/shop,Shopping
oneplus,Shopping
apsrtc.com,Transportation
mx player 326 main st,Entertainment
Hospital,Health
walgreens-store,Health
iocl,Fuel
redbus-store,Transportation
playstation,Entertainment
PRIME VIDEO INDIA,Entertainment
cafe coffee day/shop,Food & Dining
chipotle.com,Food & Dining
reliance petroleum #749,Fuel
lunchbox,Food & Dining
GTS,Entertainment
zara store 423,Shopping
suell,Fuel
bigbazaar #7746,Groceries
aha 841 main st,Entertainment
  mahanagar gas  ,Utilities
mobic,Fuel
reliance petroleum*,Fuel
RP,Utilities
dmart rady,Groceries
H&M,Shopping
rite aid #887,Health
hoichoi*,Entertainment
max fashion,Shopping
red bus,Transportation
liberty/shop,Shopping
manipal hospital #5932,Health
rELiANcE poweR,Utilities
apsrtc store 313,Transportation
teleeom,Utilities
kims hospital,Health
craftstilla,Shopping
fORtIs,Health
ACT FIBERNET,Utilities
easyday,Groceries
DELHI JAL BOARD,Utilities
lifestyle*,Shopping
hypercsty,Groceries
dtc.com,Transportation
mi store #6891,Shopping
cvs-store,Health
BARISTA,Food & Dining
oven stry,Food & Dining
cloudnine #2412,Health
breach candy 111 main st,Health
PARKING,Transportation
doctor store 493,Health
breach candy,Health
gaana store 315,Entertainment
wynk muzic,Entertainment
dminos india,Food & Dining
nAtuRE'S BaskeT,Groceries
SC,Entertainment
cheVroN,Fuel
vodafone idea*,Utilities
saravana bhavan,Food & Dining
Airtel Digital Tv,Utilities
indraprastha gas-store,Utilities
kolkata metro/shop,Transportation
GTS,Entertainment
clinic/shop,Health
paytd bus,Transportation
lifetyle,Shopping
grofers,Groceries
hoichoi*,Entertainment
transit,Transportation
  dtc  ,Transportation
RAYMOND,Shopping
reliance jio*,Utilities
Shop,Shopping
reliance petrol #7043,Fuel
pharacy,Health
VERIZON,Utilities
iastamart,Groceries
sonyliv 687 main st,Entertainment
nilgirs,Groceries
cng store 108,Fuel
kochi metro store 271,Transportation
gana,Entertainment
spotgfy,Entertainment
cinema store 5,Entertainment
whole foods store 180,Groceries
pizza #3560,Food & Dining
reliadce power,Utilities
blu smart/shop,Transportation
lyft*,Transportation
more,Groceries
spotify india store 23,Entertainment
meru cabs-store,Transportation
mobil store 400,Fuel
Target,Shopping
raymond,Shopping
ASTER,Health
cvs-store,Health
bpcl/shop,Fuel
bikanervala,Food & Dining
metro cash.com,Groceries
metro cash store 458,Groceries
dmart ready-store,Groceries
cinema,Entertainment
bSnl,Utilities
fresh*,Groceries
act fibernet store 142,Utilities
DISNEY HOTSTAR,Entertainment
biryani blues #7971,Food & Dining
cinepolis store 320,Entertainment
pizza.com,Food & Dining
gAMes the sHop,Entertainment
apple music india.com,Entertainment
  subway india  ,Food & Dining
shell,Fuel
mall,Shopping
irani cafe.com,Food & Dining
comcast 145 main st,Utilities
samsung store store 393,Shopping
d2h*,Utilities
zantaloons,Shopping
aldi store 134,Groceries
  verizon  ,Utilities
CAFE,Food & Dining
bsnl/shop,Utilities
vi 403 main st,Utilities
METRO CASH,Groceries
tikona.com,Utilities
cafe coffee day*,Food & Dining
motherhood 543 main st,Health
  spotify india  ,Entertainment
fortis hospital.com,Health
carnival cinemas*,Entertainment
  alt balaji  ,Entertainment
vroger,Groceries
irctc 696 main st,Transportation
msdcl,Utilities
cxnepolis,Entertainment
meru cabs 793 main st,Transportation
voot,Entertainment
  bpcl  ,Fuel
aedbus,Transportation
sunoco #4332,Fuel
central,Shopping
Adidas,Shopping
more #1564,Groceries
ola cabs.com,Transportation
puma,Shopping
bigbazaar #5216,Groceries
sun direct store 82,Utilities
Gasoline,Fuel
bses*,Utilities
exxon #7417,Fuel
pizza-store,Food & Dining
starbucks 421 main st,Food & Dining
essar oil-store,Fuel
adias,Shopping
jio bp*,Fuel
rAInBOw HOsPitAl,Health
Dmrc,Transportation
SUBWAY,Transportation
reliance ower,Utilities
pvr-store,Entertainment
uber #1961,Transportation
steam.com,Entertainment
RH,Health
oLa CAbS,Transportation
disney hotstar/shop,Entertainment
auto gas #426,Fuel
mega cabs,Transportation
cng,Fuel
  steam  ,Entertainment
relince jio,Utilities
starbucks #9774,Food & Dining
hulu,Entertainment
wegmans-store,Groceries
iocl,Fuel
jaspok,Health
blu smart,Transportation
spotify-store,Entertainment
Kfc,Food & Dining
rebok,Shopping
jiosaavn store 70,Entertainment
bisro,Food & Dining
pvr cinemas 881 main st,Entertainment
cesc 951 main st,Utilities
  hinduja hospital  ,Health
zara*,Shopping
clinic.com,Health
prime video india store 273,Entertainment
jaslok/shop,Health
coftee,Food & Dining
more*,Groceries
MTnL,Utilities
opsrtc,Transportation
BANGALORE METRO,Transportation
act fibernet*,Utilities
CAble,Utilities
jiocinema/shop,Entertainment
mega cabs.com,Transportation
gasoline-store,Fuel
apollo pharmacy/shop,Health
docter,Health
miraj cinemas/shop,Entertainment
SUBWAY,Transportation
bescm,Utilities
KOlKaTa MetRo,Transportation
taxi,Transportation
netmeds-store,Health
KOCHI METRO,Transportation
disney hotstar 813 main st,Entertainment
fab idia,Shopping
exxon-store,Fuel
breach candy store 22,Health
nARaYaNA hEAlTH,Health
CoMcast,Utilities
puma store 96,Shopping
CHEVRon,Fuel
auto gas,Fuel
BIGBAZAAR,Groceries
energy.com,Utilities
chaayos,Food & Dining
diesel,Fuel
mall-store,Shopping
behrouz biryani 410 main st,Food & Dining
mx player store 22,Entertainment
fortis,Health
paytm bus-store,Transportation
utarbucks,Food & Dining
netflix.com,Entertainment
aIrtel DigITaL tv,Utilities
  indiamart  ,Shopping
care hospital*,Health
transport #6854,Transportation
mcdonalds/shop,Food & Dining
Trader Joes,Groceries
kfc india/shop,Food & Dining
naaptol,Shopping
uber store 316,Transportation
MEdICaL,Health
dmart.com,Groceries
MFinE,Health
Bigbasket,Groceries
mfine*,Health
homeshop18/shop,Shopping
act broadband.com,Utilities
saueway,Groceries
Rite Aid,Health
spple music india,Entertainment
act broadband 550 main st,Utilities
Uber India,Transportation
barista*,Food & Dining
big basket 80 main st,Groceries
dmart,Groceries
MEDICINE,Health
OlA caBs,Transportation
tata sky #7087,Utilities
h&m.com,Shopping
metro,Transportation
auto gas/shop,Fuel
Bharat Petroleum,Fuel
auto gas store 36,Fuel
spencer's,Groceries
mobikwik 903 main st,Transportation
indian oil-store,Fuel
BP,Fuel
kfc,Food & Dining
jio #9621,Utilities
nordstrom 602 main st,Shopping
More,Groceries
tataliq,Shopping
gwmes the shop,Entertainment
Zee5,Entertainment
store*,Shopping
namma metro,Transportation
chAi PoINT,Food & Dining
subwao,Food & Dining
bmtc/shop,Transportation
med plus*,Health
PD,Food & Dining
dihtv,Utilities
max healthcare store 431,Health
irctc,Transportation
truemeds,Health
  h&m  ,Shopping
bookmyshow/shop,Entertainment
GAMESTHESHOP,Entertainment
zara*,Shopping
bookmyshow-store,Entertainment
swiggy store 317,Food & Dining
blusmart*,Transportation
  care  ,Health
marathon #5526,Fuel
moie,Entertainment
indian railways store 119,Transportation
mfine,Health
act fibernet 263 main st,Utilities
hospital #3368,Health
Fuel,Fuel
bp-store,Fuel
TARGET,Groceries
subway*,Food & Dining
entertainment,Entertainment
supermarket*,Groceries
IOCL,Fuel
lyft #854,Transportation
  fare  ,Transportation
Mfine,Health
meesho,Shopping
woodland-store,Shopping
sunoco-store,Fuel
metro,Transportation
wockhrdt,Health
SatyAm CIneMaS,Entertainment
dmrc,Transportation
fare store 354,Transportation
metro cash,Groceries
carnival cinemas,Entertainment
nike store 35,Shopping
ircxc,Transportation
spar.com,Groceries
onemg*,Health
shell,Fuel
walgreens store 171,Health
SB,Groceries
wendys store 425,Food & Dining
motherood,Health
hathway/shop,Utilities
comcast #580,Utilities
wendys,Food & Dining
ola cabs store 136,Transportation
den-store,Utilities
disney+ hotstar store 155,Entertainment
Irani Cafe,Food & Dining
the burger club,Food & Dining
ola cabs #4075,Transportation
target,Groceries
  movie  ,Entertainment
erosnow 315 main st,Entertainment
reliance trends-store,Shopping
nilgiris/shop,Groceries
aiims,Health
bus*,Transportation
lybrate,Health
aha #8010,Entertainment
faasos store 52,Food & Dining
amusemynt,Entertainment
uber #9596,Transportation
udupi #4907,Food & Dining
diesel,Fuel
submay india,Food & Dining
BB,Food & Dining
exxon-store,Fuel
  dominos india  ,Food & Dining
INDIAN OIL,Fuel
Energy,Utilities
parkifg,Transportation
gametheshop,Entertainment
bpcl,Fuel
concert*,Entertainment
nayara energy*,Fuel
apple music india-store,Entertainment
eros now,Entertainment
cvs*,Health
supermarket 357 main st,Groceries
essar oil/shop,Fuel
the burger club.com,Food & Dining
shoppers stop,Shopping
indian railways-store,Transportation
jio*,Utilities
narayana health.com,Health
fabindia-store,Shopping
mobil*,Fuel
paytm movies*,Entertainment
trader joes-store,Groceries
concert #163,Entertainment
Hungama,Entertainment
igl,Utilities
water,Utilities
  nilgiri's  ,Groceries
vodafone idea #4126,Utilities
meru cabs.com,Transportation
Adani Power,Utilities
cinema 206 main st,Entertainment
rapido.com,Transportation
bigBAZAar,Groceries
medicine 582 main st,Health
bpcl 661 main st,Fuel
jiosaavn 382 main st,Entertainment
  twenty four seven  ,Groceries
fortis hospital #9164,Health
udaan store 55,Shopping
more/shop,Groceries
  movie  ,Entertainment
onemg,Health
metro.com,Transportation
medicine,Health
concet,Entertainment
bmtc/shop,Transportation
gamestheshop,Entertainment
punjabi dhaba.com,Food & Dining
nextra/shop,Utilities
fab india/shop,Shopping
mcdonlds,Food & Dining
dr lal pathlabs/shop,Health
youtube music,Entertainment
theater 577 main st,Entertainment
gas company,Utilities
MEESHO,Shopping
box8-store,Food & Dining
ola cabs/shop,Transportation
dtc-store,Transportation
indian railways,Transportation
Meru Cabs,Transportation
westside store 295,Shopping
tatapsky,Utilities
ccffee,Food & Dining
snapdeal-store,Shopping
Irani Cafe,Food & Dining
mobil/shop,Fuel
disney-store,Entertainment
verbzon,Utilities
marathon.com,Fuel
wynk music 188 main st,Entertainment
gteam,Entertainment
hyderabad metro.com,Transportation
24 seven/shop,Groceries
cvs,Health
iocl-store,Fuel
pharmacy-store,Health
neTMeDs,Health
jkosaavn,Entertainment
jio bp.com,Fuel
bp*,Fuel
WOW MOMO,Food & Dining
Blu Smart,Transportation
GROFERS,Groceries
shell india 781 main st,Fuel
mfine store 264,Health
jiomart*,Groceries
panera store 394,Food & Dining
blu smart #9565,Transportation
exxon,Fuel
bestbuy-store,Shopping
safeway-store,Groceries
  shell india  ,Fuel
pacto,Health
subway,Food & Dining
bpcl*,Fuel
decathlon india-store,Shopping
transport,Transportation
airtel*,Utilities
subway*,Transportation
sun direct #4271,Utilities
onemg,Health
ibctc,Transportation
zomato 961 main st,Food & Dining
Igl,Utilities
manial hospital,Health
auto gas*,Fuel
lyft/shop,Transportation
clinic*,Health
1mg*,Health
retail-store,Shopping
raymond #7724,Shopping
lunchbox/shop,Food & Dining
kokILaben,Health
breach candy*,Health
bmtc store 57,Transportation
inox,Entertainment
DISH TV,Utilities
cesc-store,Utilities
biyani blues,Food & Dining
care hosital,Health
uber india/shop,Transportation
gana,Entertainment
best #8961,Transportation
jio saavn/shop,Entertainment
  shoppers stop  ,Shopping
  subway  ,Food & Dining
spencer's #6660,Groceries
act fibernet.com,Utilities
spoxify india,Entertainment
EROS NOW,Entertainment
mobikwik-store,Transportation
Reliance Petrol,Fuel
apple music india-store,Entertainment
Sun Nxt,Entertainment
hoichoi,Entertainment
walgreens,Health
Zee5,Entertainment
fprtis,Health
FARE,Transportation
udupi.com,Food & Dining
dmart,Groceries
Essar Oil,Fuel
bata*,Shopping
chaayos,Food & Dining
  amazon prime  ,Entertainment
gas company/shop,Utilities
liberty,Shopping
taco bell store 53,Food & Dining
spotify india 314 main st,Entertainment
bistro.com,Food & Dining
  oven story  ,Food & Dining
reliance trends #1413,Shopping
costco,Groceries
subwy,Transportation
whle foods,Groceries
DOMINOS,Food & Dining
transit.com,Transportation
kroger,Groceries
BIGBASKET,Groceries
traderjoes,Groceries
  gasoline  ,Fuel
bescom-store,Utilities
hinduja hospital,Health
  pspcl  ,Utilities
iocl #4422,Fuel
  chevron  ,Fuel
cable.com,Utilities
voot/shop,Entertainment
bikanervala 933 main st,Food & Dining
erosenow,Entertainment
HOTSTAR,Entertainment
breach candy/shop,Health
cinepolis*,Entertainment
apollo hospials,Health
tikona,Utilities
vi #4529,Utilities
taco bell india 240 main st,Food & Dining
chipotle,Food & Dining
Cng,Fuel
reliance petrol #4516,Fuel
  sony liv  ,Entertainment
HOSPITAL,Health
SONY LIV,Entertainment
koKilAbeN,Health
tneb 257 main st,Utilities
TARGET,Shopping
dnzo,Groceries
dtc-store,Transportation
BPCL,Fuel
shoppers stop 959 main st,Shopping
ksrtc.com,Transportation
paytm bus #794,Transportation
publix.com,Groceries
liberty 943 main st,Shopping
Saravana Bhavan,Food & Dining
Motherhood,Health
big bazaar 667 main st,Groceries
RF,Groceries
amazon,Shopping
box8,Food & Dining
redbus,Transportation
voot/shop,Entertainment
punjabidhaba,Food & Dining
jio cinema,Entertainment
fuel/shop,Fuel
  bmtc  ,Transportation
DIESEL,Fuel
kfc,Food & Dining
reliance petroleum #9831,Fuel
walmart 255 main st,Shopping
fresh store 334,Groceries
reliance power 178 main st,Utilities
satyam cinemas 258 main st,Entertainment
INdIamARt,Shopping
Nature'S Basket,Groceries
motherhood 659 main st,Health
DIniNg,Food & Dining
sun nxt.com,Entertainment
fuel/shop,Fuel
sahakari bhandar*,Groceries
myupchad,Health
saravana bhavan 432 main st,Food & Dining
zee5,Entertainment
paoera,Food & Dining
dishtv/shop,Utilities
idea.com,Utilities
hpcl #3855,Fuel
  apple store  ,Shopping
  kfc  ,Food & Dining
Theater,Entertainment
  bp  ,Fuel
taxi,Transportation
sTarbuckS,Food & Dining
relidnce digital,Shopping
  trader joes  ,Groceries
blinkit store 404,Groceries
srl diagnostics #7698,Health
auto gas/shop,Fuel
hpcl.com,Fuel
Metro CAsH,Groceries
spencer's,Groceries
cinema-store,Entertainment
nordstrom 561 main st,Shopping
  kochi metro  ,Transportation
udaan,Shopping
games #8065,Entertainment
  panera  ,Food & Dining
coffeg,Food & Dining
Subway,Food & Dining
BIRYANI BLUES,Food & Dining
irani cafe.com,Food & Dining
Burger,Food & Dining
more megastore/shop,Groceries
red bus,Transportation
essar oil #9469,Fuel
mall 648 main st,Shopping
cAbLE,Utilities
burger king india,Food & Dining
hpcl 550 main st,Fuel
sotify,Entertainment
nilgiris.com,Groceries
Dmart,Groceries
BIRYANI BLUES,Food & Dining
ga company,Utilities
max hospital 235 main st,Health
apollo fharmacy,Health
udupi,Food & Dining
chevron,Fuel
2 seven,Groceries
lunchbox #1795,Food & Dining
  hotstar  ,Entertainment
FUEL,Fuel
wow momo,Food & Dining
dejhi metro,Transportation
sony liv store 426,Entertainment
  reliance fresh  ,Groceries
movie #1974,Entertainment
ovenstory,Food & Dining
hydvrabad metro,Transportation
reliance jio,Utilities
petrol #6321,Fuel
doctor-store,Health
GASOLINE,Fuel
max hospital.com,Health
amazdn,Shopping
moti mahal 64 main st,Food & Dining
haldirams.com,Food & Dining
bharat petroleum*,Fuel
apollo hospitals/shop,Health
zepto*,Groceries
  verizon  ,Utilities
energy/shop,Utilities
  dmrc  ,Transportation
Subway,Transportation
Rail,Transportation
raymond-store,Shopping
jabong*,Shopping
bikanervala store 440,Food & Dining
oneg,Health
yashoda*,Health
Dominos,Food & Dining
BMS,Entertainment
max healthcare.com,Health
Onemg,Health
pharmacy.com,Health
nilgiris 566 main st,Groceries
NILGIRIS,Groceries
Reliance Petroleum,Fuel
panera #5106,Food & Dining
rapido,Transportation
jio Bp,Fuel
nykaa-store,Shopping
sun direct-store,Utilities
cesc store 154,Utilities
moti mahal*,Food & Dining
HOTSTAR,Entertainment
  auto gas  ,Fuel
udupi store 473,Food & Dining
  bpcl  ,Fuel
marathon*,Fuel
act broadband 175 main st,Utilities
apollo hospitals-store,Health
pvr,Entertainment
energy #5820,Utilities
easyday,Groceries
hpcl store 491,Fuel
MFINE,Health
disney+ hotstar #3558,Entertainment
motherhood/shop,Health
swiggy #2206,Food & Dining
hpcl*,Fuel
wegmans store 345,Groceries
gasoline,Fuel
dominosindia,Food & Dining
pvr #2384,Entertainment
dishtv store 411,Utilities
star bazaar,Groceries
ajio 719 main st,Shopping
dISney+ hOTsTAR,Entertainment
Shopclues,Shopping
chipotle,Food & Dining
iocl 740 main st,Fuel
  ajio  ,Shopping
DISHTV,Utilities
Gasoline,Fuel
shell,Fuel
nilgiris*,Groceries
Mfine,Health
wendys 779 main st,Food & Dining
bpcl,Fuel
reliance petroleum #7523,Fuel
kfc #5788,Food & Dining
  inox  ,Entertainment
aiims.com,Health
fuel,Fuel
delhi metro,Transportation
train,Transportation
Aster,Health
Kroger,Groceries
reLIANCE Jio,Utilities
bsnl,Utilities
adidas,Shopping
Hyderabad Metro,Transportation
dunkin.com,Food & Dining
  pantaloons  ,Shopping
satyam cinemas 492 main st,Entertainment
reliace smart,Groceries
hulu-store,Entertainment
snapdeal 830 main st,Shopping
pamking,Transportation
petrol gump,Fuel
blusmart/shop,Transportation
mcdonalds-store,Food & Dining
spotiy india,Entertainment
metro cash #5662,Groceries
medicine,Health
disey hotstar,Entertainment
cafe coffee day-store,Food & Dining
mtnl,Utilities
trader joes #8650,Groceries
dining #9867,Food & Dining
WF,Groceries
electric-store,Utilities
Power,Utilities
LUnCHBOx,Food & Dining
shop,Shopping
wochardt,Health
hypercity store 210,Groceries
bistro 866 main st,Food & Dining
cesc-store,Utilities
faasos.com,Food & Dining
2S,Groceries
amazdn india,Shopping
hpcl,Fuel
lruemeds,Health
  diesel  ,Fuel
phrmeasy,Health
tneb*,Utilities
essar oil #7140,Fuel
wendys.com,Food & Dining
  care  ,Health
craftsvivla,Shopping
bigbazaar #3072,Groceries
shell india/shop,Fuel
  macys  ,Shopping
HP,Fuel
cafe coffee day store 303,Food & Dining
sun nxt,Entertainment
TWEnTY FOuR SeVEN,Groceries
NB,Groceries
exxon,Fuel
whole fods,Groceries
eros nou,Entertainment
craftsvilla store 385,Shopping
market*,Groceries
amazon india,Shopping
water*,Utilities
Natures Basket,Groceries
  manipal hospital  ,Health
ddmart,Groceries
sUper bAzAR,Groceries
ovenstory.com,Food & Dining
telecom-store,Utilities
utilities,Utilities
meesho-store,Shopping
shell 551 main st,Fuel
indian railways 379 main st,Transportation
Den,Utilities
rtail,Shopping
gail,Utilities
  homeshop18  ,Shopping
dominos 40 main st,Food & Dining
wynk music store 412,Entertainment
cafe coffee day,Food & Dining
Manipal Hospital,Health
bsnl.com,Utilities
manpal hospital,Health
cinepolis.com,Entertainment
flipkart supermart-store,Groceries
24 Seven,Groceries
easydy,Groceries
bigbasket.com,Groceries
puma/shop,Shopping
Saravana Bhavan,Food & Dining
steam,Entertainment
  h&m  ,Shopping
TAXI,Transportation
irctn,Transportation
clOuDNIne,Health
DUNZO,Groceries
uBer,Transportation
dmart ready,Groceries
gas station #9707,Fuel
soarbucks,Food & Dining
games the shop-store,Entertainment
apsrtc.com,Transportation
rEliancE FReSh,Groceries
NYKAA,Shopping
gaana-store,Entertainment
dunkin,Food & Dining
SAFEWAY,Groceries
chipotle 257 main st,Food & Dining
jros now,Entertainment
metro cash.com,Groceries
fuel/shop,Fuel
you broadband*,Utilities
uber india 778 main st,Transportation
idea #1068,Utilities
tlu smart,Transportation
big bazaar.com,Groceries
meru cahs,Transportation
pvr ninemas,Entertainment
tao bell india,Food & Dining
naaptol*,Shopping
health/shop,Health
train/shop,Transportation
NAMMA METRO,Transportation
patm mall,Shopping
  fuel  ,Fuel
thyrocare 47 main st,Health
  mobikwik  ,Transportation
Subway,Transportation
flipkart,Shopping
panera-store,Food & Dining
theator,Entertainment
24 seven 409 main st,Groceries
fortis,Health
chaaoos,Food & Dining
jio mart 856 main st,Groceries
shopclues/shop,Shopping
Reebok,Shopping
HP,Fuel
kchi metro,Transportation
truemeds.com,Health
zee5-store,Entertainment
  apple store  ,Shopping
big basket.com,Groceries
shell*,Fuel
coffee,Food & Dining
ola cabs/shop,Transportation
aldi,Groceries
hinduqa hospital,Health
SAMsuNg StORe,Shopping
samung store,Shopping
Cafe,Food & Dining
cng,Fuel
bus,Transportation
hospital,Health
DTc,Transportation
cafe coffee day/shop,Food & Dining
onemg,Health
wynk music*,Entertainment
taxi-store,Transportation
abibus,Transportation
EN,Entertainment
nykaa.com,Shopping
iocl*,Fuel
DInEr,Food & Dining
rapido-store,Transportation
mobil 324 main st,Fuel
sun nxt,Entertainment
hindustan petroleum.com,Fuel
Ola Cabs,Transportation
TORRENT POWER,Utilities
chipotle #9958,Food & Dining
pharmeasy-store,Health
BIGBASKET,Groceries
RETAIL,Shopping
reliance petroleum/shop,Fuel
grofers/shop,Groceries
att-store,Utilities
diesel-store,Fuel
apple music india,Entertainment
grocery.com,Groceries
spar,Groceries
pharmacy store 303,Health
raymond-store,Shopping
ube india,Transportation
mi store 530 main st,Shopping
dining*,Food & Dining
rite aid/shop,Health
YOUTUBE MUSIC,Entertainment
bses 575 main st,Utilities
Subway,Transportation
H&M,Shopping
medical.com,Health
chennai metro*,Transportation
indan railways,Transportation
aster,Health
one plus-store,Shopping
motherhood*,Health
disney hotstar store 285,Entertainment
dishtv,Utilities
YOUTUBE MUSIC,Entertainment
trader joes #9344,Groceries
act broadband #9317,Utilities
dmart #3632,Groceries
yashoda.com,Health
clodnine,Health
  zomato  ,Food & Dining
  parking  ,Transportation
walmart,Groceries
fortis.com,Health
mega cabs.com,Transportation
essar oil store 159,Fuel
ZoMaTO,Food & Dining
RA,Health
hindustan petroleum,Fuel
prime video india*,Entertainment
shoppers stop 188 main st,Shopping
niliris,Groceries
EROSNOW,Entertainment
  hoichoi  ,Entertainment
naaptol #7984,Shopping
fuel #6289,Fuel
ksrtc-store,Transportation
indiamart store 160,Shopping
thyrocre,Health
onemg,Health
dish tv/shop,Utilities
natures basket 888 main st,Groceries
BEHROUZ BIRYANI,Food & Dining
Kfc,Food & Dining
  indraprastha gas  ,Utilities
  act fibernet  ,Utilities
reliance fresh,Groceries
walmart,Groceries
jio mart.com,Groceries
Red Bus,Transportation
pIZzA,Food & Dining
freshmenu store 330,Food & Dining
den,Utilities
ola.com,Transportation
hoichoi-store,Entertainment
SAHAKARI BHANDAR,Groceries
ola*,Transportation
KOKILABEN,Health
miraj cinemas,Entertainment
you broadband,Utilities
  store  ,Shopping
fuel store 248,Fuel
prime video india,Entertainment
flipkart,Shopping
Sahakari Bhandar,Groceries
OLA cAbs,Transportation
pharmeasy 73 main st,Health
narayana health,Health
tRuEmeds,Health
mi store,Shopping
blu smart #6594,Transportation
shoppers stop,Shopping
WOCkharDT,Health
ebay 679 main st,Shopping
RELIANCE PETROLEUM,Fuel
mre megastore,Groceries
internet*,Utilities
HINDUSTAN PETROLEUM,Fuel
cloudnine #3873,Health
reliance petroleum store 353,Fuel
netmeds,Health
wockhardt*,Health
luto gas,Fuel
  mobil  ,Fuel
hyderabad metro 145 main st,Transportation
reliance pdwer,Utilities
dental.com,Health
retail,Shopping
mcdonalds store 275,Food & Dining
medicover,Health
jiomart.com,Groceries
box8/shop,Food & Dining
indian railways*,Transportation
spencer's,Groceries
PRIME VIDEO INDIA,Entertainment
RP,Utilities
netflix.com,Entertainment
fare,Transportation
adani power*,Utilities
manipal hospital store 499,Health
cafe.com,Food & Dining
uber india 85 main st,Transportation
practo,Health
spencer's #7420,Groceries
bharat phtroleum,Fuel
super bazar #5401,Groceries
  tata sky  ,Utilities
BOOKMYSHOW,Entertainment
cresh,Groceries
hyderabad metro #5440,Transportation
kims hospital.com,Health
bpcl store 491,Fuel
bpcl.com,Fuel
gas station store 380,Fuel
marathon.com,Fuel
kOOVS,Shopping
OS,Shopping
dental*,Health
dmart ready store 177,Groceries
reiance petroleum,Fuel
  jio mart  ,Groceries
apollo pharmacy/shop,Health
breach candy,Health
concert 1 main st,Entertainment
spencer's store 30,Groceries
diner-store,Food & Dining
safeWAy,Groceries
thyrocare-store,Health
apple store store 14,Shopping
  rite aid  ,Health
  meesho  ,Shopping
sunoco,Fuel
idea.com,Utilities
xbox 938 main st,Entertainment
payjm bus,Transportation
udaan*,Shopping
more.com,Groceries
hindustan petroleum/shop,Fuel
esSAR OiL,Fuel
shopclues #4871,Shopping
spencer's store 1,Groceries
Udaan,Shopping
act fibernet store 223,Utilities
dominjs,Food & Dining
saravana bhavan,Food & Dining
GAIL,Utilities
bookmyshow store 153,Entertainment
train store 351,Transportation
igl-store,Utilities
udaan store 276,Shopping
fUEL,Fuel
UTILITIES,Utilities
fortis hospital,Health
fortis hospital.com,Health
shell,Fuel
fuel*,Fuel
  fare  ,Transportation
spotify/shop,Entertainment
paytm movies store 361,Entertainment
Auto Gas,Fuel
